香港特区,#genre#
KBS WorlD,p5p://fccs.123178.top:9906/61655f0a0001ee25135940ca9b5ac0ce	
TV9 NU,p5p://fccs.123178.top:9906/6183b6200004fee5086beb60ccee4564
Fox Movies Action,p5p://fccs.123178.top:9906/616560750004a2ee135ecb73ed40a894	
FOX Movie,p5p://fccs.123178.top:9906/61656082000dde7d135f0098cd0d855e	
Cartoon Network,p5p://fccs.123178.top:9906/6165610d00061e1f13611d9462491f94	
CCM,p5p://fccs.123178.top:9906/6165613b0004c1b61361d0ebf6b54882	
Berita Satu,p5p://fccs.123178.top:9906/616561ec000b36de136485fa946bb936
Lifetime,p5p://fccs.123178.top:9906/616561ff000bdea81364d05d41be910e	
FOX Family Mov,p5p://fccs.123178.top:9906/616562800001f11f1366c5bbc8f968bd		
HBO Hits,p5p://fccs.123178.top:9906/616562ee0005b92713687463321cb4d0	
HBO Singature,p5p://fccs.123178.top:9906/61656300000efd9c1368bd121d8e6fa4	
HBO Family,p5p://fccs.123178.top:9906/61656318000d926213691a75fde79ae8	
HGTV,p5p://fccs.123178.top:9906/6165638f000792c5136ae9c4c6ce9c4e	
iNews,p5p://fccs.123178.top:9906/616563a6000b8631136b449fc97c1eb5	
Muslin,p5p://fccs.123178.top:9906/616563d0000b2314136be89528f1689f	
HBO,p5p://fccs.123178.top:9906/616565140005033f1370d8a41ccc3201	
Bein Sport 1,p5p://fccs.123178.top:9906/6165658200031117137285d54842b1b6	
KIX,p5p://fccs.123178.top:9906/616566670008f07e137605ddefea23ec	
Bioskop,p5p://fccs.123178.top:9906/617283a200000b8e12f9a8b81381e1a6
Horee,p5p://fccs.123178.top:9906/617283dc0008834712fa8d73146ce99b

亞太電視,#genre#
壹新聞,http://stream.nexttv.com.tw/n001/hd/live.m3u8
民視新聞,http://strm.wowotv.tw/gtlive2/ftvn_hd/chunklist_w.m3u8
年代新聞,http://125.227.210.55:11055/VideoInput/play.ts
三立新聞,http://strm.wowotv.tw/gtlive/setnews/chunklist_w.m3u8
三立iNEWS,http://strm.wowotv.tw/gtlive/setmoney/chunklist_w.m3u8
TBVS新聞,http://strm.wowotv.tw/gtlive/v-nv-tvbsn/chunklist_w.m3u8
中天新聞,http://strm.wowotv.tw/gtlive2/tc-ctinews/chunklist_w.m3u8
非凡新聞,http://strm.wowotv.tw/gtlive/ustvhd/chunklist_w.m3u8
非凡商業,http://strm.wowotv.tw/gtlive/ustvbiz/chunklist_w.m3u8
寰宇新聞,http://strm.wowotv.tw/gtlive2/globalnewstv1/chunklist_w.m3u8
寰宇新聞2,http://strm.wowotv.tw/gtlive2/globalnewstv2/chunklist_w.m3u8
台視財經,http://strm.wowotv.tw/gtlive2/tc-ttvfin/chunklist_w.m3u8
台視新聞,http://strm.wowotv.tw/gtlive2/tc-ttvnews/chunklist_w.m3u8
中視新聞,http://strm.wowotv.tw/gtlive2/ctvnews_hd/chunklist_w.m3u8
華視新聞,http://strm.wowotv.tw/gtlive2/ctsnews_hd/chunklist_w.m3u8
東森新聞,http://strm.wowotv.tw/gtlive2/v-nv-ettv001-gt/chunklist_w.m3u8
東森財經,http://strm.wowotv.tw/gtlive2/v-nv-ettv02-gt/chunklist_w.m3u8
寰宇新聞,http://strm.wowotv.tw/gtlive2/globalnewstv1/chunklist_w.m3u8
寰宇台灣,http://strm.wowotv.tw/gtlive2/globalnewstv2/chunklist_w.m3u8
非凡商業,http://strm.wowotv.tw/gtlive/ustvbiz/chunklist_w.m3u8
非凡新聞,http://strm.wowotv.tw/gtlive/ustvhd/chunklist_w.m3u8
國會頻道1,http://strm.wowotv.tw/gtlive2/congress-1/chunklist_w.m3u8
國會頻道2,http://strm.wowotv.tw/gtlive2/v-conch02/chunklist_w.m3u8
全球財經,http://strm.wowotv.tw/gtlive2/sbn/chunklist_w.m3u8
亞洲新聞,http://strm.wowotv.tw/gtlive2/t-cna-gt/chunklist_w.m3u8
亞洲財經,http://strm.wowotv.tw/gtlive/cnbc/chunklist_w.m3u8
CNN新聞,http://strm.wowotv.tw/gtlive/cnnnews/chunklist_w.m3u8
CNN頭條,http://strm.wowotv.tw/gtlive/cnnhead/chunklist_w.m3u8
美國之音,http://strm.wowotv.tw/gtlive/voa/chunklist_w.m3u8
德國之聲,http://strm.wowotv.tw/gtlive/dw_t/chunklist_w.m3u8
新唐人亞太,http://strm.wowotv.tw/gtlive2/ntdtv/chunklist_w.m3u8
半島電視,http://strm.wowotv.tw/gtlive2/AlJazeera_n/chunklist_w.m3u8
好消息1,http://strm.wowotv.tw/gtlive/goodtv1/chunklist_w.m3u8
好消息2,http://strm.wowotv.tw/gtlive/goodtv2/chunklist_w.m3u8
人間衛視,http://strm.wowotv.tw/gtlive/live/chunklist_w.m3u8
華藏電視,http://strm.wowotv.tw/gtlive2/hztv/chunklist_w.m3u8
空中英語教室,http://strm.wowotv.tw/gtlive/english/chunklist_w.m3u8
ELTV生活英語,http://strm.wowotv.tw/gtlive2/eltv_hd/chunklist_w.m3u8
民視,http://strm.wowotv.tw/gtlive2/ftvw_hd/chunklist_w.m3u8
民視第一,http://strm.wowotv.tw/gtlive/ftvm/chunklist_w.m3u8
民視台灣,http://strm.wowotv.tw/gtlive/fourCZn_n/chunklist_w.m3u8
民視綜藝,http://strm.wowotv.tw/gtlive/program/chunklist_w.m3u8
民視影劇,http://strm.wowotv.tw/gtlive/drama/chunklist_w.m3u8
民視旅遊,http://strm.wowotv.tw/gtlive/ftvtravel/chunklist_w.m3u8
台視,http://strm.wowotv.tw/gtlive2/tcch48/chunklist_w.m3u8
台視綜合,http://strm.wowotv.tw/gtlive2/tcch49/chunklist_w.m3u8
中視,http://strm.wowotv.tw/gtlive2/ctv_hd/chunklist_w.m3u8
中視經典,http://strm.wowotv.tw/gtlive2/tcch36/chunklist_w.m3u8
中視菁采,http://strm.wowotv.tw/gtlive2/tcch37/chunklist_w.m3u8
華視,http://strm.wowotv.tw/gtlive2/cts_hd/chunklist_w.m3u8
公視戲劇,http://strm.wowotv.tw/gtlive/ptsdramal_t/chunklist_w.m3u8
國家地理,http://125.227.210.37:16408/VideoInput/play.ts
原民電視,http://strm.wowotv.tw/gtlive2/tcch09/chunklist_w.m3u8
客家電視,http://strm.wowotv.tw/gtlive2/hakkatv/chunklist_w.m3u8
八大精彩,http://strm.wowotv.tw/gtlive2/ftv_098/chunklist_w.m3u8
八大綜藝,http://strm.wowotv.tw/gtlive/gtv/chunklist_w.m3u8
TVBS HD,http://strm.wowotv.tw/gtlive/v-nv-tvbs/chunklist_w.m3u8
TVBS歡樂,http://strm.wowotv.tw/gtlive/v-nv-tvbs-joyful/chunklist_w.m3u8
TVBS精采,http://strm.wowotv.tw/gtlive/v-nv-tvbs-wonderful/chunklist_w.m3u8
中天綜合,http://strm.wowotv.tw/gtlive2/tcch50/chunklist_w.m3u8
Fashionone時尚,http://strm.wowotv.tw/gtlive/fashion/chunklist_w.m3u8
MTV Live,http://strm.wowotv.tw/gtlive/mtv_t/chunklist_w.m3u8
韓國娛樂,http://strm.wowotv.tw/gtlive/kmtv/chunklist_w.m3u8
Lifetime娛樂,http://strm.wowotv.tw/gtlive//livetime/chunklist_w.m3u8
CNEX紀實,http://strm.wowotv.tw/gtlive/cnexl/chunklist_w.m3u8
Smart知識,http://strm.wowotv.tw/gtlive2/smart/chunklist_w.m3u8
Love Nature自然,http://strm.wowotv.tw/gtlive/love_nature_t/chunklist_w.m3u8
Smithsonian文史,http://strm.wowotv.tw/gtlive/Smithsonian/chunklist_w.m3u8
Style生活時尚,http://strm.wowotv.tw/gtlive2/tv5monde/chunklist_w.m3u8
全民最大黨,http://strm.wowotv.tw/gtlive/tcch53/chunklist_w.m3u8
H歷史,http://strm.wowotv.tw/gtlive/history_t/chunklist_w.m3u8
H2歷史,http://strm.wowotv.tw/gtlive/history2/chunklist_w.m3u8
亞洲旅遊,http://strm.wowotv.tw/gtlive2/asiatravel_hd/chunklist_w.m3u8
靖天卡通,http://strm.wowotv.tw/gtlive2/tc-carton/chunklist_w.m3u8
靖天日本,http://strm.wowotv.tw/gtlive2/tcch11/chunklist_w.m3u8
靖天映畫,http://strm.wowotv.tw/gtlive/gdimagel/chunklist_w.m3u8
靖天國際,http://strm.wowotv.tw/gtlive2/tcch27/chunklist_w.m3u8
靖天歡樂,http://strm.wowotv.tw/gtlive2/tcch28/chunklist_w.m3u8
靖天戲劇,http://strm.wowotv.tw/gtlive2/tc-drama/chunklist_w.m3u8
靖天綜合,http://strm.wowotv.tw/gtlive2/tcch33/chunklist_w.m3u8
靖天育樂,http://strm.wowotv.tw/gtlive2/tcch32/chunklist_w.m3u8
靖天資訊,http://strm.wowotv.tw/gtlive2/tcch31/chunklist_w.m3u8
靖天電影,http://strm.wowotv.tw/gtlive/gdmoviel_t/chunklist_w.m3u8
靖洋戲劇,http://strm.wowotv.tw/gtlive2/gc_moviel/chunklist_w.m3u8
靖洋卡通,http://strm.wowotv.tw/gtlive2/tcch29/chunklist_w.m3u8
龍華卡通,http://strm.wowotv.tw/gtlive2/cstv_cartoon_hd/chunklist_w.m3u8
龍華偶像,http://strm.wowotv.tw/gtlive2/lh_idolsoapopera_hd/chunklist_w.m3u8
龍華日韓,http://strm.wowotv.tw/gtlive2/lh_jpkrsoapopera_hd/chunklist_w.m3u8
龍華戲劇,http://strm.wowotv.tw/gtlive2/lh_soapopera_hd/chunklist_w.m3u8
龍華卡通,http://strm.wowotv.tw/gtlive2/cstv_cartoon_hd/chunklist_w.m3u8
龍華電影,http://strm.wowotv.tw/gtlive2/cstv_movie_hd/chunklist_w.m3u8
Trace體育明星,http://strm.wowotv.tw/gtlive2/tracesportl/chunklist_w.m3u8
Eurosport競賽體育,http://strm.wowotv.tw/gtlive2/eurosportl/chunklist_w.m3u8
智林體育,http://strm.wowotv.tw/gtlive2/tslsportl/chunklist_w.m3u8
麥卡貝網路,http://strm.wowotv.tw/gtlive/camerabay/chunklist_w.m3u8
麥卡貝運動,http://strm.wowotv.tw/gtlive/lion/chunklist_w.m3u8
麥卡貝運動2,http://strm.wowotv.tw/gtlive/fubon/chunklist_w.m3u8
博斯高球,http://strm.wowotv.tw/gtlive2/b_golf_hd/chunklist_w.m3u8
博斯高球Ⅱ,http://strm.wowotv.tw/gtlive2/b_golf2_hd/chunklist_w.m3u8
博斯運動,http://strm.wowotv.tw/gtlive2/b_sports_hd/chunklist_w.m3u8
博斯運動二,http://strm.wowotv.tw/gtlive2/b_football_hd/chunklist_w.m3u8
博斯足球,http://strm.wowotv.tw/gtlive2/b_football_hd/chunklist_w.m3u8
博斯網球,http://strm.wowotv.tw/gtlive2/b_tennis_hd/chunklist_w.m3u8
博斯魅力,http://strm.wowotv.tw/gtlive2/b_charm_hd/chunklist_w.m3u8
博斯無限,http://strm.wowotv.tw/gtlive2/b_infinity_hd/chunklist_w.m3u8
ELTA娛樂,http://strm.wowotv.tw/gtlive/eltaent/chunklist_w.m3u8
Travel旅遊,http://strm.wowotv.tw/gtlive/travelchannel/chunklist_w.m3u8
非凡美食,http://strm.wowotv.tw/gtlive2/tcch21/chunklist_w.m3u8
美食旅遊,http://strm.wowotv.tw/gtlive/tcch52/chunklist_w.m3u8
潮流時尚,http://strm.wowotv.tw/gtlive2/tcch23/chunklist_w.m3u8
風潮綜合,http://strm.wowotv.tw/gtlive2/tcch24/chunklist_w.m3u8
魅力綜合,http://strm.wowotv.tw/gtlive2/tcch40/chunklist_w.m3u8
Fun影音綜合,http://strm.wowotv.tw/gtlive/funvl/chunklist_w.m3u8
FUN流行音樂,http://strm.wowotv.tw/gtlive/music/chunklist_w.m3u8
隨身娛樂綜藝,http://strm.wowotv.tw/gtlive/entertainment/chunklist_w.m3u8
豬哥亮歌廳秀,http://strm.wowotv.tw/gtlive2/pig/chunklist_w.m3u8
金光布袋戲,http://strm.wowotv.tw/gtlive2/puppet_hd/chunklist_w.m3u8
采昌影劇,http://strm.wowotv.tw/gtlive/cmoviel_t/chunklist_w.m3u8
熱播華語戲劇,http://strm.wowotv.tw/gtlive/chinese/chunklist_w.m3u8
亞洲人氣戲劇,http://strm.wowotv.tw/gtlive/hot/chunklist_w.m3u8
亞洲院線電影,http://strm.wowotv.tw/gtlive/asia/chunklist_w.m3u8
西洋強檔電影,http://strm.wowotv.tw/gtlive/west/chunklist_w.m3u8
亞洲電影,http://strm.wowotv.tw/gtlive/asia/chunklist_w.m3u8
時代影像,http://strm.wowotv.tw/gtlive2/time_movies/chunklist_w.m3u8
暗光鳥電影,http://strm.wowotv.tw/gtlive/afterdark/chunklist_w.m3u8
影迷數位電影,http://strm.wowotv.tw/gtlive2/encorel/chunklist_w.m3u8
影迷數位紀實,http://strm.wowotv.tw/gtlive/moviefandigital_t/chunklist_w.m3u8
HITS頻道,http://strm.wowotv.tw/gtlive2/hits/chunklist_w.m3u8
AMC最愛電影,http://strm.wowotv.tw/gtlive2/amc_hd/chunklist_w.m3u8
CATCHPLAY電影,http://strm.wowotv.tw/gtlive2/catchplay/chunklist_w.m3u8
CATCHPLAY Beyond,http://strm.wowotv.tw/gtlive2/catchplay_beyond/chunklist_w.m3u8
CinemaWorld,http://strm.wowotv.tw/gtlive2/cinema/chunklist_w.m3u8
我的歐洲電影,http://strm.wowotv.tw/gtlive2/mycinema/chunklist_w.m3u8
Blue Ant Extreme藍螞蟻,http://strm.wowotv.tw/gtlive2/extreme/chunklist_w.m3u8
Ci罪案偵緝,http://strm.wowotv.tw/gtlive/ci_t/chunklist_w.m3u8
國際電影,http://strm.wowotv.tw/gtlive2/tc-int-movie/chunklist_w.m3u8
天映經典,http://strm.wowotv.tw/gtlive/celclassic/chunklist_w.m3u8
穿梭電影,http://strm.wowotv.tw/gtlive2/v-through/chunklist_w.m3u8
愛放1,http://strm.wowotv.tw/gtlive2/ifunhd_n/chunklist_w.m3u8
愛放2,http://strm.wowotv.tw/gtlive2/tcch03/chunklist_w.m3u8
愛放3,http://strm.wowotv.tw/gtlive2/tcch44/chunklist_w.m3u8
CN卡通,http://strm.wowotv.tw/gtlive/cncartoon/chunklist_w.m3u8
NICK Jr,http://strm.wowotv.tw/gtlive/nickjrl_t/chunklist_w.m3u8
momo親子,http://strm.wowotv.tw/gtlive2/momokit/chunklist_w.m3u8
PetClub寵物,http://strm.wowotv.tw/gtlive2/pet_club_tv/chunklist_w.m3u8
TechStorm科技風暴電視,http://strm.wowotv.tw/gtlive/techstorm/chunklist_w.m3u8
大愛,http://strm.wowotv.tw/gtlive/di/chunklist_w.m3u8
大愛2,http://strm.wowotv.tw/gtlive/di2l/chunklist_w.m3u8
車訊TV,http://strm.wowotv.tw/gtlive2/tcch23/chunklist_w.m3u8
LUXE TV,http://strm.wowotv.tw/gtlive2/luxe/chunklist_w.m3u8
達文西教學,http://strm.wowotv.tw/gtlive/davincil/chunklist_w.m3u8
兒童藝術季,http://strm.wowotv.tw/gtlive2/childrenart/chunklist_w.m3u8
古典音樂,http://strm.wowotv.tw/gtlive2/classica_hd/chunklist_w.m3u8
唯心電視,http://strm.wowotv.tw/gtlive2/wxtvhd/chunklist_w.m3u8
幸福空間居家,http://strm.wowotv.tw/gtlive/gstv/chunklist_w.m3u8
梅迪奇藝術,http://strm.wowotv.tw/gtlive2/medici_hd/chunklist_w.m3u8
發現台灣好音樂,http://strm.wowotv.tw/gtlive2/tcch41/chunklist_w.m3u8
發現音樂MV,http://strm.wowotv.tw/gtlive2/tcch20/chunklist_w.m3u8
電影原聲CMusic,http://strm.wowotv.tw/gtlive/cmusic/chunklist_w.m3u8
GINX Esports,http://strm.wowotv.tw/gtlive2/ginx/chunklist_w.m3u8

